标题,链接
中国传媒大学2025艺术类本科校考专业招生考试复试须知,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652679462&idx=1&sn=9092202b65a408b8c4f93209ae3f6984&chksm=805476f5b723ffe35dc69d320f8dfba485033aba7096fb036a57937a5b97edcac02611be65e8#rd
中国电视艺术家协会主席团一行来中国传媒大学考察调研,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652679460&idx=1&sn=9d113954789372f9850f07efeccc9a89&chksm=805476f7b723ffe1b2c893729452b649f5474b7368857746bf96990a10cda02a997eab3a457a#rd
中国传媒大学2025年艺术类本科校考专业招生考试初试成绩查询通知,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652679441&idx=1&sn=29bcf82e49200c583eaabe1e33f50d7e&chksm=805476c2b723ffd445f5cbe83748f2cc8e585d7d5f809301200e019627cecb9255c0ce456b53#rd
廖祥忠、张树庭率队赴海南国际学院谋划2025重点工作与“十五五”战略定位,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652679440&idx=1&sn=7a130646b8cb119971f07f1fa4c4b7a4&chksm=805476c3b723ffd561d18a0133c274d7c96401258659c8147b5cf029461ff8b7be87f80db617#rd
“解码中华文化基因”系列融媒体作品第二季｜苗绣，何其精彩！,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652679331&idx=1&sn=94f0370fccc1876792c0f56f211b36c5&chksm=80547770b723fe6699c0dbb4c7b935d85f688d1c0a3c56c9dfd84e37171eb660a0bc45846cb1#rd
中传悦读｜以文载道 以声传情：姚喜双自选集,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652679182&idx=1&sn=517103bb9d7e540df3979c1b45a91edf&chksm=805477ddb723fecbb7a57ffe22f9da010a5326f8f6a6724a0d51b0dddc515545c40e68d812f1#rd
中国传媒大学2025年艺术类本科校考专业招生考试初试须知,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652679154&idx=1&sn=90b7bacab02701d01f05329c049a8238&chksm=80547021b723f937761664f275d9cb0402df49a9ab810029382f2ecf011830a8db1392659250#rd
中传悦读｜政治传播建构论：荆学民自选集,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652679139&idx=1&sn=753ff7c1097c0e5f432e7a814870cbeb&chksm=80547030b723f92695a3e9279f2267ec55c1f38f194b1ad955c3bb44abe3c8aadc3cac5b932e#rd
蓄势冲顶再出发｜中传成功召开2024年度部门/单位述职暨中层领导干部考核会议,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652679138&idx=1&sn=68c37407b9489abd0106015ef9b949a4&chksm=80547031b723f9274d4f9ff721b64a9d5d97fb893fa15c79be083bbe2ddd1de4d4bc9c0b2b3c#rd
曲扬新时代 声传新征程｜中传举行音乐厅启用仪式暨首场音乐会,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652679032&idx=1&sn=46ad9503ffc0e610c60691f39a2d107e&chksm=805470abb723f9bd9e26b528b5854319f196c4ed1e171cb8e1bb89bc69dec8e3e602616d6cb5#rd
第二届全球青年双语主持主播大赛品牌活动2025“美丽中国行”首站启动,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652679030&idx=1&sn=d79f772b2c2276e340bba25e61e3579e&chksm=805470a5b723f9b38e59763223249b2df48ec1982b62c2879d56dc900ea125bbb06cb7ff8779#rd
愿你前程似锦｜2025年艺术类本科校考专业招生直播来啦,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652679030&idx=2&sn=83b936ddb2d82f6f6d45efa43a7bb0bb&chksm=805470a5b723f9b37ad8769ea43d5c5d1515c3eaf44c72e1eae0c2b01488368d181e72f242bf#rd
中国传媒大学中国画博士班师生作品展开幕式暨中国画教学与专业建设研讨会在泰安举行,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652679011&idx=1&sn=60e8c7bb1b67785b999ea3a5e0a1cde9&chksm=805470b0b723f9a6a05140b69ecfe5931d010651e2d9b3f9efc5b658fb483c1f6df326981364#rd
中国传媒大学第三届“金核桃”青年学者论坛诚邀全球英才,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652679011&idx=2&sn=6013b4f71134a21c8c419dae031ec07b&chksm=805470b0b723f9a6ea478bf950f3b424372cdcf4bd5247390ee444a1532a1fe8322fec5f99a8#rd
中国传媒大学2025年艺术类本科校考专业招生简章,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652678668&idx=1&sn=a88fb641a6af7fb2ef0364a2b3d412e7&chksm=805471dfb723f8c9ecccef79b8008122d7a54d387440b6449a657c818cbc07ffadd327cfe202#rd
中国传媒大学首届AI创新大赛成果展正在进行,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652678647&idx=1&sn=8786b9c3c100477b44c77f3f4faf00ee&chksm=80547224b723fb32f901893ba4a59ea8dfd45ac44122230c795da517a4c76d33ee531f1e3093#rd
第十四届“光影纪年”——中国纪录片学院奖颁奖典礼在中传举办,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652678624&idx=1&sn=be24f2c7fad03f509cb025b10cd51e0a&chksm=80547233b723fb25f2626e9c6e5685248ca3da83e66f562117cf665952087732659935f6419d#rd
中传师生主创的国内首部文物活化数字戏剧《天官赐福》即将上演,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652678624&idx=2&sn=7117384cde9d9193ebf1eabc569e92f7&chksm=80547233b723fb25ac890653f79e9d2decf17081c52aa27de48f342aaebc4058982df7a810c9#rd
飞越四时光景，共启2025新征程,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652678566&idx=1&sn=2604e6ff24fa73e361fe77db8a541f09&chksm=80547275b723fb630f4612a87d838022e8e015113cec36f247c323428555f8f378957057fd75#rd
芳华璀璨 华章日新｜中国传媒大学举行2025新年音乐会,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652678565&idx=1&sn=073f232dc703405b9db424ce4e606b14&chksm=80547276b723fb60ff3c660cc3544ff14a599f0710180237710af2acce3f9985495f1229fa7b#rd
“人民共和国党报论坛”第二十一届（2024）年会在中传举办,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652678415&idx=1&sn=7adbbeb76facc659a688eccea8664a22&chksm=805472dcb723fbcae5833ba1c7146894822e9389459cdba30e88d77dfd82abe7d87b147c88a5#rd
基层党建结硕果 砥砺前行谋新篇｜中传召开2024年基层党委、直属党支部书记抓基层党建工作述职评议考核会议及专职组织员述职考核会议,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652678371&idx=1&sn=b43ea6fefe7caef74ef28bbfafea7dcd&chksm=80547330b723fa26cf0b73c8156cd75617b8347806a4e6d3459f3328494cb1af51954c51a7ad#rd
第一届中国音乐剧高等教育论坛暨中国戏剧文学学会音乐剧艺术专业委员会换届仪式举行,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652678347&idx=1&sn=ccf19047b5065e4f7baa0e926eb499a7&chksm=80547318b723fa0e4e87cd009e035d2e5f2e7dbc2324c412f307fb7417c04f32ec1b36dc0060#rd
梦想启航 “研”途璀璨｜中国传媒大学考点2025年全国硕士研究生招生考试顺利举行,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652678252&idx=1&sn=779435c61df124748d643ea6f51de4b3&chksm=805473bfb723faa91ba399e6aa2d5397b7d334fd1ad72a4255e443f40cec8956d87133e1f38e#rd
中传悦读｜民俗学与表演研究：王杰文自选集,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652678133&idx=1&sn=56693b28878b942b09742fcec0b84750&chksm=80547c26b723f5304654956ca4e640e370e224946e904c67ff502c665239d3fb31ac876be900#rd
“周恩来班”风采展示｜2023级国际新闻学硕士班,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652678125&idx=1&sn=2721f551630a71f60ef8930d59a50f91&chksm=80547c3eb723f52802c48a893e29ef3e1e33ed6813b6431964044c5340c2f5c70e0e11dd3929#rd
2025中国传媒大学新年音乐会，期待你的到来！,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652678092&idx=1&sn=6cc747a7604ae37efe5d18d8f6329634&chksm=80547c1fb723f509da6750e4777b8a6b0fbe47dc0c5e0319dca38f07b0ab8d7281d6a4ceff3a#rd
2025年全国硕士研究生招生考试初试中国传媒大学考点（1133）考生须知,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652678002&idx=1&sn=81d0599944234522c1e8d73836a3e383&chksm=80547ca1b723f5b75ecbcf8b3594b9c4c918c46620d19072daefaa3f0a08555d4d7a839c30e0#rd
中传师生参与联创的“未来课堂”亮相2024世界慕课与在线教育大会,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652677977&idx=1&sn=895ba3f7280479dcff76955bcf4ed1eb&chksm=80547c8ab723f59cc33ae9b20ad409a017724c74ea8d7e04ce8f0989bdd1b20063ff199419d5#rd
中传音乐剧毕业大戏，邀你感受摇滚乐的激情！,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652677974&idx=1&sn=be3ee13add4a010e9605ec909e32e0e8&chksm=80547c85b723f5930ef60c2f7b394b422658a0530a36bf715b886e930ec4f23c0c65cb18942e#rd
白杨七十载 花开石榴红｜中传民族团结进步宣传月纪实,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652677903&idx=1&sn=eba226a68f492e5a17c23f6842fbcf45&chksm=80547cdcb723f5cafe955fd36f7c99a35f8c1ae1c1b1858e94580f23ac4ae847c252ad3197e8#rd
中传悦读｜传统艺术的传承与传播：王廷信自选集,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652677445&idx=1&sn=681acf583686c15161feed90d30eba61&chksm=80547e96b723f78037811ff3635c0aa119c3533b3161acda7467bc60509ccb07abfced8c0bc0#rd
智能传播 未来已来｜中传举办首届智能传媒技术发展论坛,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652677398&idx=1&sn=c34d3d5883c4516b607cd1d564ac9eb1&chksm=80547ec5b723f7d338bc075bb12a4ed0f987f992778f5f97142c6109a876263ea03eadb51c04#rd
中传悦读｜跬步漫行：丁俊杰自选集,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652677318&idx=1&sn=284027dde085e48a1a06d5155ddadf41&chksm=80547f15b723f603becb7a61b4eb2881567ae6e3603170bbc4c9002e189c9cc081ea2c36c254#rd
中传学生主创作品获开罗国际电影节最佳短片奖,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652677254&idx=1&sn=18962635dd7fff3754e6c48d8ca5f704&chksm=80547f55b723f643c10abf518fcb0c6c6aa06dd7da9073a9c45065a6d9023d0c77736549c6fe#rd
中传举办第五届“金蔷薇”学术季博士生创新论坛,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652677128&idx=1&sn=70666d00fb88ba64576ec192b2fc0e97&chksm=80547fdbb723f6cd5d75b27c584e8eb4aff9656a7ce43049f799639e922b8f52f8e67ad77351#rd
初心系家国 创意传世界｜国际传播白杨班开展2024年秋季学期主题党日活动,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652677054&idx=1&sn=42b6edfa25ecd23a1e560a793690d51e&chksm=8054786db723f17b7086fa5deb59c898901d775b3d100a524fbd64d6eab6ba91223eff9afa26#rd
第12期《党建》刊发中国传媒大学党委书记廖祥忠署名文章,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652676916&idx=1&sn=da0fe82aa5089a551e41405ea1f0753c&chksm=805478e7b723f1f108a5422a68a5057664a783e66d1de1ece0337435de76dc5679d83b6f5b0c#rd
中传学生主创作品在第十六届厦门国际动漫节“金海豚”动漫作品大赛中荣获佳绩,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652676298&idx=1&sn=868c031d96fb7e7608cef771cbf11152&chksm=80547b19b723f20f480d0ede36a5f44c577837eade1b68c8d262797a75110637a9889738c063#rd
中传悦读｜视听的诗学：丁亚平自选集,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652676291&idx=1&sn=e3334caf9b882c37e2ab7a3712668d24&chksm=80547b10b723f206031a77fdb96817aa697f5bcc0e05a2c7c6325ca3df8cd506ac05b8d2d60e#rd
中传两位教师分获北京市高等学校教学名师奖和青年教学名师奖,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652676215&idx=1&sn=97b68adef59893f1c2d1a8ec6c1c917d&chksm=80547ba4b723f2b2d5c83034a22a7067a0d34ad3dbfccf4108f1aef4a7568dbfcd956851b34a#rd
中传师生主创的两部广播剧荣获“五个一工程”优秀作品奖,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652676164&idx=1&sn=d207246072c95a9ca8809d248a2e059f&chksm=80547b97b723f2819db82f15d6be157aeb79f8789e6d1b88d3ffe12595df485f61bbdb1c7d0b#rd
中传参加国家广播电视总局残疾人广电视听公共文化服务保障暨“光明影院”推进会,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652676121&idx=1&sn=c92d0ece49b806420f5014bec01f22d7&chksm=80547bcab723f2dcf0e50573b93fdf6ecd46c865c82b552992f721d40ef2f1d99e26e98e1ed3#rd
中国传媒大学第三届“金核桃”青年学者论坛诚邀全球英才,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652676092&idx=1&sn=24eb3dcd99b6f7f967049bde4a99c117&chksm=8054442fb723cd39d0099f3ce0361c5335d3158b89471ccd658f8616cb331c83ac66c2eec52d#rd
中传师生在海峡两岸青年短视频和微短剧竞赛中荣获佳绩,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652675914&idx=1&sn=f805a0b3ca05ef2590905f28f8207ddf&chksm=80544499b723cd8f77916f307ed17d4e43c8723f7e07405c0a73e98ba5d61552f6399721e0c3#rd
2024年中国新闻传播大讲堂正式发布,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652675810&idx=1&sn=365a78363c5643d2ef18c02457631d08&chksm=80544531b723cc27466729972e450819775e5579a66f3e86e79007cce9d54eab030534818793#rd
第二届“全球青年双语主持主播大赛”颁奖典礼在中传举办,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652675726&idx=1&sn=f96543b812d2d94e68e60d22eb194f05&chksm=8054455db723cc4b16bfb756697c4dfcfe28f03e0b4b4d4ee0810fdb912a6fad50a2112d5f6b#rd
中国美术家协会成立首届数字艺术艺委会，廖祥忠当选主任,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652675723&idx=1&sn=a6362f19feb42b8abca404d09ff170ef&chksm=80544558b723cc4e8393a8c3f48c757832a6c3ac8141331f8b81f9092cf687b0bc4a7ca64e35#rd
2024高层次国际化人才培养创新实践项目年度交流暨推进会在中传举办,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652675618&idx=1&sn=45dfe8775c9e1423ddc82e381b95d143&chksm=805445f1b723cce7e8100a390888454e56d7096667f03eb3ae1df2a68092813d07b23f81a9b0#rd
中传师生作品在2024雄安未来影像电影季科幻短片单元获奖,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652675590&idx=1&sn=4997c27f306168eb8b35d77aa8a9e8da&chksm=805445d5b723ccc36a62d1c59840f095e04de1de179ab964ef8ee749aab23f0b3409e834f772#rd
中传学子赵德煜：追梦很难，他始终勇敢,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652675542&idx=1&sn=7360a6c0a4b212e0a4c5a5ce42520b64&chksm=80544605b723cf13261a836687b30ecc480de36bccad2454acf20fd9a89e184d6fc3732a8594#rd
​中传联合发起成立两岸文化传播联合研究院,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652675478&idx=1&sn=433ef81edc660ef1f7fa14701a12c0fe&chksm=80544645b723cf535ca85bacd15032f909b896af34e2a1ab4b65e22d5a7f1ee26b8074ed89f2#rd
中传师生原创话剧《如君所愿》获第九届中国校园戏剧节优秀剧目,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652675453&idx=1&sn=32ece7f041ddb6fc12b0c88b39f8b35d&chksm=805446aeb723cfb8bfb0a1580ea9580188c32415c7e032acb4fa05cd1dfec06f856575bb7fd9#rd
中传举办第26届齐越朗诵艺术节暨全国大学生朗诵大会优秀作品展演暨名家名篇朗诵会,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652675403&idx=1&sn=5b3b6f63fd02036595b23f6d579ff9a2&chksm=80544698b723cf8e03996fb72d5234f421d7d003ebfae2eef2fda98aa7a3f8c10cf23b14b193#rd
持续发力 深化改革 选拔培养德才善艺的优秀艺术人才｜中传召开2024年艺术类本科校考专业招生总结会,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652675354&idx=1&sn=d78052b9e1852f3a0cb375b477694a4f&chksm=805446c9b723cfdfaba7933de64c94dbce1eb90a5f25420fe79942a073410da71d4bc00cebcc#rd
全球政党媒体事务负责人研修班学员来访中国传媒大学,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652675354&idx=2&sn=9c66907207b6016e1550948c25416d2d&chksm=805446c9b723cfdf39f1019b15d99fe3705ab926f5be1b2d3860be93b7ed2d465854ededeec6#rd
第三届视听中国学术前沿论坛之微短剧高质量创新发展学术研讨会在中国传媒大学举办,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652675138&idx=1&sn=0f8b13b1a7283879a1ece37e49881b64&chksm=80544791b723ce87173ab86e85f1fc3af24593a3687b924f5cbcbfc93947b529a370f65d1fa0#rd
习近平、马塔雷拉会见出席中意文化合作机制大会代表，我校党委书记廖祥忠参加活动,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652674846&idx=1&sn=9f3fac0f23ad7a948efaab6f19471ec7&chksm=805440cdb723c9db19fc3b65feca98532aabf618dcad43934a99ff4d8727168b3c17a2a504f7#rd
张树庭校长参加中意大学校长对话会,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652674846&idx=2&sn=1d336222187e6786e021a6bb62fb2f44&chksm=805440cdb723c9dbbe9c2921bad1d7f37e2670706105d6e7aacdc079ff9526752e3f707b6262#rd
中传教师团队主创VR动画短片《猫鬼传说》入围第四十一届德黑兰短片电影节,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652674800&idx=1&sn=f90f21ee4ef4553d10d4d11ac668fe03&chksm=80544123b723c835606946f778e263b45ed965d9bc7d74bf6ffd4cdf14b1801c1284e77d4f75#rd
系列融媒作品“咱们新疆好地方”｜戈壁上的“人造太阳”到底有多牛？,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652674769&idx=1&sn=cd18283ec7b7ebbee4901745f7c24ccd&chksm=80544102b723c814df0138a05d8aa9a5e18353de7ae371513efa626c4713db2943b40a55e5b3#rd
中传多项成果获第九届高等学校科学研究优秀成果奖（人文社会科学）,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652674671&idx=1&sn=528b64c8360f99a3b3f7bcadfe73881f&chksm=805441bcb723c8aad9372f9588555c17fc789c7268d35da87141699051efcbaf53a01399852c#rd
民族团结进步宣传月｜白杨七十载 花开石榴红,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652674424&idx=1&sn=13ebd124224c6c909c8f036d86c7bd57&chksm=805442abb723cbbd37b4b1b248b5479a3a6f4eb2247913dfd95d160ac3311f0bbf3fc3341074#rd
廖祥忠书记带队赴海南参加二期专享楼奠基仪式并进行工作调研,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652674050&idx=1&sn=d31aa9bfcc628c8cb7fa611bef790852&chksm=805443d1b723cac7d60c1592855e32f779c3ef84d7a44d7ffd2b423b6804ab595fba0ab4bef0#rd
“阅”见未来，好好做个读书人（一）,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652673160&idx=1&sn=18a007bb5497fcecc0a8e05a8ff46f77&chksm=80544f5bb723c64d7288ad1ba65600ea7d853ea8ff9272b3f8797286eaa48f301556661e3457#rd
秋意渐浓书声起，墨香四溢枫叶红,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652673049&idx=1&sn=3c34e3750c515fe3353f514fe7baac38&chksm=80544fcab723c6dcd908d24674fd9df5bb8c39e1420c821074ba3a353b55c4516e6780c1c870#rd
征稿 | 2024年中国传媒大学第五届“金蔷薇”学术季博士生创新论坛启航,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652672491&idx=1&sn=3b2bdf93a6af167c702efc9db7afc7e8&chksm=80544a38b723c32ebe2535a5f62ce2018ec95b7e5321fef6dbd198e599543f23a8cbe280ffcb#rd
系列融媒作品“咱们新疆好地方”｜传承千年的“充饥神器”，你听说过吗？,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652672453&idx=1&sn=93f2a86b1b91eba235e983834709e37e&chksm=80544a16b723c3006d677b8ac0a6bf6eeb9a3fa38bd24cff1329b590d1ab623d854bbfe176f0#rd
智媒扬帆 声传四海｜国际传播白杨班2024级硕博士新生开班式顺利举行,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652672375&idx=1&sn=38c1715be84d6b7aa197c7beb56da858&chksm=80544aa4b723c3b22212e0622ff194f30a58dd2f04137d82d273ae3228a30e3ec52d929f28f6#rd
中传师生人机交互作品获UIST 2024最佳人气海报奖,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652672349&idx=1&sn=6e373f1f082de52837223dbfa0814053&chksm=80544a8eb723c398570a509399adb4d3547b0c5e6f7801c1f00e3f7ec829582016354820aead#rd
本科招生科普讲座直播预告｜人工智能时代的艺术创作,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652672123&idx=1&sn=dc22b48170fecba6dfbe3f94390d89a9&chksm=80544ba8b723c2be04620f7bcff7ce10eac1e6b736ff32839abc8b9390489f8c8e42a543fc55#rd
中传在中国国际大学生创新大赛中荣获佳绩,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652672082&idx=1&sn=dec607c2fe0bd74054f43c303c12ffd0&chksm=80544b81b723c29727aa5155fde17e1b1af683e0d204d1dcd1b0941474216917faa11fac1d38#rd
中传教师荣获2024年度亚广联首位青年工程师奖,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652672043&idx=1&sn=a173e6d15acc43e935ded59a284b0171&chksm=80544bf8b723c2ee20aeb39ec199e58218205392df6b116060d92c007f59a633cf3cb7e0d923#rd
咱们新疆好地方｜阿勒泰：人类滑雪起源地,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652672022&idx=1&sn=0da422cbefc7b42723430ecbc67c44ed&chksm=80544bc5b723c2d30c105b7b6025d7198dbee8977f61defcdc01ad7a06fb7fae5422f7657cc8#rd
中传4项成果获第十七届北京市哲学社会科学优秀成果奖,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652671980&idx=1&sn=f5dcfdc877f328ab300a6680b4281a6a&chksm=8054543fb723dd290ffbd55f1ed7dc51e43f21ad2c70038fb3e28a8e137e3e6970e1b36372df#rd
第19届中国（北京）国际大学生动画节圆满落幕,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652671963&idx=1&sn=85fa3b4d91e8b0f7941e252922c0b1ce&chksm=80545408b723dd1e8189afded464e26ddf9bf6ca3542c4677991b22be33165535ef5cb401f33#rd
中国传媒大学联合摄制的电视剧《人民警察》在央视八套黄金时间热播,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652668975&idx=1&sn=89ddf5a778149410580c7d3bca20000a&chksm=80545ffcb723d6eaf24d8be8363dbe92fa4f4b80589b2ae93f3771b384a2557a18371dc0d985#rd
国家广电总局党组成员、副局长董昕一行来校调研,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652668793&idx=1&sn=244a7c079fde6c03e90224b4f955d922&chksm=805458aab723d1bc4b2fe676679d285cc5b56815678b5615c3670c0e6c1f900d826cf40a3415#rd
中传学生主创短片《老三》入围釜山国际电影节,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652668788&idx=1&sn=b40b3ac18d2b8dc301244e1010dc6aef&chksm=805458a7b723d1b10fd7bde4dfceb148f734e5068d19ebd2a4b96bef05139564ca0201de464a#rd
中国传媒大学石榴籽研究院授牌仪式顺利举行,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652668763&idx=1&sn=ad6f6b7ad2b193940ecc5a0dcb6e3ba4&chksm=80545888b723d19e808e9503a198b640dd59eb4a239292937af903b1454b157a44cb4950dc5c#rd
